"name","dept","area","count","adjustedcount","year"
Ulrich Kremer,Rutgers University,ppopp,1.0,0.25,1991
Ulrich Meyer 0001,Goethe University Frankfurt,ppopp,1.0,0.25,2016
Ulrike Lechner,Bundeswehr University Munich,ecoop,1.0,0.25,1996
Umakishore Ramachandran,Georgia Institute of Technology,ppopp,1.0,0.2,1999
Umakishore Ramachandran,Georgia Institute of Technology,socc,1.0,0.25,2021
Umesh Bellur,IIT Bombay,socc,1.0,0.33333,2015
Umesh Bellur,IIT Bombay,socc,1.0,0.2,2016
Umesh Bellur,IIT Bombay,socc,1.0,0.33333,2021
Umut A. Acar,Carnegie Mellon University,ppopp,1.0,0.33333,2013
Umut A. Acar,Carnegie Mellon University,ppopp,1.0,0.33333,2017
Umut A. Acar,Carnegie Mellon University,ppopp,1.0,0.2,2018
Umut A. Acar,Carnegie Mellon University,ppopp,1.0,0.25,2019
Uwe Naumann,RWTH Aachen,cgo,1.0,0.125,2016
Uwe Zdun,University of Vienna,ecoop,1.0,0.5,2002
Uzi Vishkin,University of Maryland - College Park,ppopp,1.0,0.25,2010
V. Krishna Nandivada,IIT Madras,cgo,1.0,0.5,2005
V. Krishna Nandivada,IIT Madras,ecoop,1.0,0.5,2015
V. Krishna Nandivada,IIT Madras,ppopp,1.0,0.11111,2009
V. Krishna Nandivada,IIT Madras,ppopp,1.0,0.5,2020
Valeria Bertacco,University of Michigan,cgo,1.0,0.25,2011
Valeria Bertacco,University of Michigan,cgo,1.0,0.2,2013
Valerio Pascucci,University of Utah,ppopp,1.0,0.16667,2021
Vasco Thudichum Vasconcelos,Universidade de Lisboa,ecoop,1.0,1.0,1994
Vasco Thudichum Vasconcelos,Universidade de Lisboa,ecoop,1.0,0.5,2018
Vassilis J. Tsotras,Univ. of California - Riverside,socc,1.0,0.125,2015
Vijay Nagarajan,University of Edinburgh,ppopp,1.0,0.2,2020
Vijaya Ramachandran,University of Texas at Austin,ppopp,1.0,0.14286,2019
Vikram S. Adve,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.5,2004
Vikram S. Adve,Univ. of Illinois at Urbana-Champaign,ecoop,1.0,0.5,2011
Vikram S. Adve,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.33333,2008
Vikram S. Adve,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.33333,2013
Vikram S. Adve,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.16667,2018
Vikram S. Adve,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.083333,2021
Viktor Kuncak,EPFL,ecoop,1.0,0.33333,2017
Viktor Vafeiadis,Max Planck Society,cgo,1.0,0.5,2016
Viktor Vafeiadis,Max Planck Society,cgo,1.0,0.5,2017
Viktor Vafeiadis,Max Planck Society,ecoop,1.0,0.2,2010
Viktor Vafeiadis,Max Planck Society,ecoop,1.0,0.33333,2015
Viktor Vafeiadis,Max Planck Society,ecoop,2.0,0.53333,2017
Viktor Vafeiadis,Max Planck Society,ecoop,1.0,0.2,2020
Viktor Vafeiadis,Max Planck Society,ppopp,1.0,0.25,2006
Vincent Gramoli,University of Sydney,ecoop,1.0,0.33333,2011
Vincent Gramoli,University of Sydney,ecoop,1.0,0.5,2014
Vincent Gramoli,University of Sydney,ppopp,1.0,0.33333,2012
Vincent Gramoli,University of Sydney,ppopp,1.0,1.0,2015
Vincent W. Freeh,North Carolina State University,ppopp,1.0,0.5,2005
Vincent W. Freeh,North Carolina State University,ppopp,1.0,0.25,2006
Vincenzo Ambriola,University of Pisa,ppopp,1.0,0.33333,1990
Vinny Cahill,Trinity College Dublin,ecoop,1.0,0.5,2002
Vinod Ganapathy,IISc Bangalore,ecoop,2.0,0.58333,2012
Vinod Ganapathy,IISc Bangalore,ecoop,1.0,0.33333,2014
Vinod Ganapathy,IISc Bangalore,socc,1.0,0.33333,2014
Vinícius Fernandes dos Santos,UFMG,cgo,1.0,0.25,2018
Vitaly Shmatikov,Cornell University,ecoop,1.0,0.33333,1999
Vivek Sarkar,Georgia Institute of Technology,ecoop,1.0,0.25,2012
Vivek Sarkar,Georgia Institute of Technology,ecoop,1.0,0.5,2014
Vivek Sarkar,Georgia Institute of Technology,ecoop,1.0,0.5,2015
Vivek Sarkar,Georgia Institute of Technology,ecoop,1.0,0.33333,2021
Vivek Sarkar,Georgia Institute of Technology,ppopp,1.0,0.25,2007
Vivek Sarkar,Georgia Institute of Technology,ppopp,1.0,0.25,2008
Vivek Sarkar,Georgia Institute of Technology,ppopp,1.0,0.33333,2019
Vivek Sarkar,Georgia Institute of Technology,ppopp,1.0,0.5,2021
Vlad Rusu,CRIStAL,ecoop,1.0,0.5,2022
Volker Markl,TU Berlin,socc,1.0,0.16667,2010
Volker Markl,TU Berlin,socc,1.0,0.2,2017
Volker Markl,TU Berlin,socc,1.0,0.11111,2018
Volker Turau,Hamburg University of Technology,ecoop,1.0,0.33333,1994
Wagner Meira Jr.,UFMG,ppopp,1.0,0.2,2005
Walter Binder,Università della Svizzera italiana,cgo,1.0,0.25,2012
Walter Binder,Università della Svizzera italiana,cgo,1.0,0.33333,2018
Walter Binder,Università della Svizzera italiana,cgo,1.0,0.25,2019
Walter Binder,Università della Svizzera italiana,ecoop,1.0,0.16667,2013
Walter Binder,Università della Svizzera italiana,ecoop,1.0,0.33333,2017
Walter Binder,Università della Svizzera italiana,ecoop,1.0,0.125,2019
Walter Binder,Università della Svizzera italiana,ppopp,1.0,0.25,2012
Walter Binder,Università della Svizzera italiana,ppopp,1.0,0.33333,2013
Waruna Ranasinghe,Ecole Normale Superieure de Lyon,ppopp,1.0,0.16667,2017
Wayne Luk,Imperial College London,socc,1.0,0.125,2009
Wei Jiang 0016,UESTC,socc,1.0,0.25,2020
Wei Wang 0030,HKUST,ppopp,1.0,0.33333,2020
Wei Wang 0030,HKUST,socc,1.0,0.33333,2018
Wei Wang 0030,HKUST,socc,1.0,0.33333,2019
Wei Wang 0030,HKUST,socc,1.0,0.2,2020
Wei Wang 0030,HKUST,socc,3.0,0.43611,2021
Wei Wang 0030,HKUST,socc,3.0,0.4881,2022
Wei Xue,Tsinghua University,ppopp,1.0,0.1,2013
Wei Xue,Tsinghua University,ppopp,2.0,0.41667,2018
Wei-Chung Hsu,National Taiwan University,cgo,2.0,0.58333,2003
Wei-Chung Hsu,National Taiwan University,cgo,2.0,0.39286,2005
Wei-Chung Hsu,National Taiwan University,cgo,1.0,0.33333,2006
Wei-Chung Hsu,National Taiwan University,cgo,1.0,0.33333,2009
Wei-Chung Hsu,National Taiwan University,cgo,1.0,0.33333,2011
Wei-Chung Hsu,National Taiwan University,cgo,1.0,0.125,2012
Weihua Zhang,Fudan University,ppopp,1.0,0.14286,2011
Weihua Zhang,Fudan University,ppopp,1.0,0.16667,2017
Weihua Zhang,Fudan University,ppopp,1.0,0.25,2019
Wen-Jing Hsu,Nanyang Technological University,ppopp,1.0,0.25,2006
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.14286,2008
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.14286,2010
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.2,2015
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.16667,2019
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.33333,2020
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.2,2022
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.16667,2008
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.2,2010
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.25,2012
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,ppopp,2.0,0.45,2014
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,socc,1.0,0.2,2016
Wendi B. Heinzelman,University of Rochester,socc,1.0,0.16667,2012
Wenfei Wu,Peking University,socc,1.0,0.25,2013
Weng-Fai Wong,National University of Singapore,cgo,1.0,0.33333,2004
Weng-Fai Wong,National University of Singapore,cgo,1.0,0.2,2007
Weng-Fai Wong,National University of Singapore,cgo,1.0,0.33333,2008
Weng-Fai Wong,National University of Singapore,ppopp,1.0,0.25,2012
Wenguang Chen,Tsinghua University,cgo,1.0,0.125,2010
Wenguang Chen,Tsinghua University,cgo,1.0,0.2,2017
Wenguang Chen,Tsinghua University,ppopp,1.0,0.125,2009
Wenguang Chen,Tsinghua University,ppopp,1.0,0.33333,2010
Wenguang Chen,Tsinghua University,ppopp,1.0,0.2,2017
Wenguang Chen,Tsinghua University,ppopp,1.0,0.16667,2018
Wenguang Chen,Tsinghua University,ppopp,3.0,0.30786,2022
Wenjun Hu,Yale University,socc,1.0,0.25,2019
Wenyun Zhao,Fudan University,ppopp,1.0,0.16667,2017
Werner Dietl,University of Waterloo,ecoop,1.0,0.33333,2007
Werner Dietl,University of Waterloo,ecoop,1.0,0.33333,2011
Werner Dietl,University of Waterloo,ecoop,1.0,0.25,2012
Werner Dietl,University of Waterloo,ecoop,1.0,0.25,2013
William Aiello,University of British Columbia,socc,1.0,0.083333,2013
William Fornaciari,Politecnico di Milano,socc,1.0,0.5,2012
William Fornaciari,Politecnico di Milano,socc,1.0,0.33333,2013
William G. Griswold,Univ. of California - San Diego,ecoop,1.0,0.16667,2001
William Gropp,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.25,2019
William Gropp,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.25,2006
William Gropp,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.2,2010
William Gropp,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.5,2012
William J. Dally,Stanford University,ppopp,1.0,0.5,1990
William J. Dally,Stanford University,ppopp,1.0,0.5,1995
William J. Dally,Stanford University,ppopp,1.0,0.11111,2007
William J. Dally,Stanford University,ppopp,1.0,0.125,2008
William L. Scherlis,Carnegie Mellon University,ppopp,1.0,0.5,2010
Willy Zwaenepoel,University of Sydney,ppopp,1.0,0.33333,1990
Willy Zwaenepoel,University of Sydney,ppopp,2.0,0.45,1997
Willy Zwaenepoel,University of Sydney,ppopp,1.0,0.25,1999
Willy Zwaenepoel,University of Sydney,ppopp,1.0,0.33333,2001
Willy Zwaenepoel,University of Sydney,socc,1.0,0.25,2013
Willy Zwaenepoel,University of Sydney,socc,1.0,0.25,2014
Willy Zwaenepoel,University of Sydney,socc,1.0,0.25,2016
Willy Zwaenepoel,University of Sydney,socc,1.0,0.25,2018
Wim Vanderbauwhede,University of Glasgow,ecoop,1.0,0.5,2019
Wim Vanderbauwhede,University of Glasgow,ecoop,1.0,0.33333,2020
Wing Lam,George Mason University,ecoop,1.0,0.14286,2018
Witawas Srisa-an,University of Nebraska,cgo,1.0,0.25,2010
Witawas Srisa-an,University of Nebraska,ecoop,1.0,0.25,2007
Wolfgang Klas,University of Vienna,ecoop,1.0,0.33333,1994
Wolfgang Pree,University of Salzburg,ecoop,1.0,1.0,1994
Wolfgang Pree,University of Salzburg,ecoop,1.0,0.33333,2000
Wolfgang Schröder-Preikschat,University of Erlangen–Nuremberg,ecoop,1.0,0.33333,1998
Xiangyu Zhang 0001,Purdue University,cgo,1.0,0.5,2003
Xiangyu Zhang 0001,Purdue University,cgo,1.0,0.33333,2004
Xiangyu Zhang 0001,Purdue University,cgo,1.0,0.33333,2009
Xiangyu Zhang 0001,Purdue University,cgo,1.0,0.14286,2019
Xiangyu Zhang 0001,Purdue University,ecoop,1.0,0.33333,2014
Xiangyu Zhang 0001,Purdue University,ppopp,1.0,0.33333,2008
Xiao Yan 0002,SUSTech,socc,1.0,0.125,2019
Xiao Yan 0002,SUSTech,socc,1.0,0.052632,2022
Xiaobing Feng 0002,Chinese Academy of Sciences,cgo,1.0,0.2,2009
Xiaobing Feng 0002,Chinese Academy of Sciences,cgo,2.0,0.36667,2010
Xiaobing Feng 0002,Chinese Academy of Sciences,cgo,1.0,0.16667,2011
Xiaobing Feng 0002,Chinese Academy of Sciences,cgo,1.0,0.16667,2013
Xiaobing Feng 0002,Chinese Academy of Sciences,cgo,1.0,0.2,2018
Xiaobing Feng 0002,Chinese Academy of Sciences,cgo,1.0,0.125,2021
Xiaobing Feng 0002,Chinese Academy of Sciences,ppopp,1.0,0.16667,2016
Xiaobing Feng 0002,Chinese Academy of Sciences,ppopp,1.0,0.14286,2018
Xiaobo Zhou 0002,UCCS,ppopp,1.0,0.5,2014
Xiaobo Zhou 0002,UCCS,socc,1.0,0.16667,2017
Xiaobo Zhou 0002,UCCS,socc,1.0,0.25,2019
Xiaodong Zhang 0001,Ohio State University,ppopp,1.0,0.33333,2011
Xiaodong Zhang 0001,Ohio State University,ppopp,1.0,0.16667,2019
Xiaofei Liao,HUST,cgo,1.0,0.2,2015
Xiaofei Liao,HUST,cgo,1.0,0.2,2018
Xiaohui Gu,North Carolina State University,socc,1.0,0.14286,2014
Xiaohui Gu,North Carolina State University,socc,1.0,0.2,2018
Xiaohui Gu,North Carolina State University,socc,1.0,0.25,2020
Xiaojiang Du,Temple University,cgo,1.0,0.2,2018
Xiaoning Ding,NJIT,ppopp,1.0,0.33333,2011
Xiaoning Ding,NJIT,socc,1.0,0.2,2022
Xiaowen Chu 0001,Hong Kong Baptist University,ppopp,1.0,0.33333,2020
Xiaoxing Ma,Nanjing University,ecoop,1.0,0.16667,2018
Xiaoyao Liang,Shanghai Jiao Tong University,socc,2.0,0.34286,2015
Xiaoyin Wang,University of Texas at San Antonio,cgo,1.0,0.2,2019
Xiaoyin Wang,University of Texas at San Antonio,socc,1.0,0.2,2011
Xin Liang 0001,Missouri S&T,ppopp,1.0,0.11111,2017
Xin Liang 0001,Missouri S&T,ppopp,1.0,0.125,2020
Xin Yuan 0001,Florida State University,ppopp,1.0,0.33333,2003
Xingbo Wu,University of Illinois at Chicago,socc,1.0,0.33333,2017
Xipeng Shen,North Carolina State University,cgo,1.0,0.5,2009
Xipeng Shen,North Carolina State University,cgo,1.0,0.14286,2010
Xipeng Shen,North Carolina State University,cgo,1.0,0.25,2013
Xipeng Shen,North Carolina State University,cgo,1.0,0.33333,2022
Xipeng Shen,North Carolina State University,ecoop,1.0,0.16667,2013
Xipeng Shen,North Carolina State University,ecoop,1.0,0.25,2016
Xipeng Shen,North Carolina State University,ecoop,1.0,0.5,2021
Xipeng Shen,North Carolina State University,ppopp,1.0,0.33333,2010
Xipeng Shen,North Carolina State University,ppopp,1.0,0.2,2013
Xipeng Shen,North Carolina State University,ppopp,1.0,0.25,2017
Xipeng Shen,North Carolina State University,ppopp,1.0,0.25,2018
Xipeng Shen,North Carolina State University,ppopp,1.0,0.2,2021
Xu Cheng 0001,Peking University,socc,1.0,0.16667,2010
Xu Liu 0001,North Carolina State University,cgo,1.0,0.5,2011
Xu Liu 0001,North Carolina State University,cgo,2.0,1.0,2016
Xu Liu 0001,North Carolina State University,cgo,3.0,0.64286,2018
Xu Liu 0001,North Carolina State University,cgo,1.0,0.2,2019
Xu Liu 0001,North Carolina State University,cgo,1.0,0.2,2020
Xu Liu 0001,North Carolina State University,ppopp,1.0,0.5,2014
Xu Liu 0001,North Carolina State University,ppopp,1.0,0.25,2017
Xu Liu 0001,North Carolina State University,ppopp,1.0,0.33333,2018
Xu Liu 0001,North Carolina State University,ppopp,1.0,0.25,2019
Xuanhua Shi,HUST,socc,1.0,0.11111,2020
Xuechen Zhang,Washington State University,socc,1.0,0.33333,2015
Xuehai Qian,Purdue University,ppopp,1.0,0.16667,2018
Xulong Tang,University of Pittsburgh,ppopp,1.0,0.25,2021
Y. Charlie Hu,Purdue University,ppopp,1.0,0.33333,1997
Y. Charlie Hu,Purdue University,ppopp,1.0,0.25,2005
Yafei Dai,Peking University,socc,2.0,0.44444,2015
Yafei Dai,Peking University,socc,1.0,0.2,2018
Yakun Sophia Shao,Univ. of California - Berkeley,cgo,1.0,0.16667,2020
Yang Hua,Queen's University Belfast,socc,1.0,0.11111,2021
Yannis Smaragdakis,University of Athens,ecoop,1.0,0.5,1998
Yannis Smaragdakis,University of Athens,ecoop,1.0,0.5,2002
Yannis Smaragdakis,University of Athens,ecoop,1.0,0.33333,2007
Yannis Smaragdakis,University of Athens,ecoop,2.0,0.66667,2012
Yannis Smaragdakis,University of Athens,ecoop,1.0,0.25,2015
Yannis Smaragdakis,University of Athens,ecoop,2.0,0.83333,2018
Yannis Smaragdakis,University of Athens,ecoop,1.0,0.5,2019
Yannis Smaragdakis,University of Athens,ecoop,1.0,0.2,2020
Yanyan Jiang 0001,Nanjing University,ecoop,1.0,0.16667,2018
Yanyan Zhuang,UCCS,socc,1.0,0.5,2020
Yanzhi Wang,Northeastern University,socc,2.0,0.34286,2016
Yaoliang Yu,University of Waterloo,socc,1.0,0.2,2018
Yarui Peng,University of Arkansas,socc,1.0,0.5,2020
Yi-Ping You,National Chiao Tung University,ppopp,1.0,0.25,2015
Yifeng Chen,Peking University,ppopp,1.0,0.33333,2012
Yih-Lang Li,National Chiao Tung University,socc,1.0,0.16667,2017
Yihan Sun 0001,Univ. of California - Riverside,ppopp,1.0,0.33333,2018
Yihan Sun 0001,Univ. of California - Riverside,ppopp,1.0,0.16667,2021
Yijun Yu,Open University UK,ecoop,1.0,0.25,2011
Yike Guo,Hong Kong Baptist University,ppopp,1.0,0.25,1995
Yingfei Xiong 0001,Peking University,ecoop,1.0,0.14286,2016
Yingwei Luo,Peking University,socc,1.0,0.25,2019
Yinlong Xu,USTC,socc,2.0,0.45,2019
Yinlong Xu,USTC,socc,1.0,0.2,2020
Yiran Chen 0001,Duke University,socc,1.0,0.2,2017
Yiying Zhang 0005,Univ. of California - San Diego,socc,1.0,0.33333,2017
Ymir Vigfusson,Emory University,socc,1.0,0.33333,2013
Ymir Vigfusson,Emory University,socc,1.0,0.25,2014
Ymir Vigfusson,Emory University,socc,1.0,0.2,2017
Ymir Vigfusson,Emory University,socc,1.0,0.16667,2018
Yo-Sub Han,Yonsei University,ecoop,1.0,0.25,2021
Yonggang Wen 0001,Nanyang Technological University,socc,1.0,0.2,2021
Yonggang Wen 0001,Nanyang Technological University,socc,1.0,0.25,2022
Yongjun Park 0001,Hanyang University,cgo,1.0,0.33333,2020
Yongjun Park 0001,Hanyang University,cgo,1.0,0.16667,2022
Yongluan Zhou,University of Copenhagen,socc,1.0,0.11111,2020
Yongtae Kim,Kyungpook National University,socc,1.0,0.33333,2012
Yoonsik Cheon,University of Texas - El Paso,ecoop,1.0,0.5,2002
Youngsok Kim,Yonsei University,cgo,1.0,0.14286,2021
Yu David Liu,Binghamton University,ecoop,1.0,0.5,2004
Yu David Liu,Binghamton University,ecoop,1.0,0.5,2013
Yu David Liu,Binghamton University,ecoop,1.0,0.33333,2015
Yu David Liu,Binghamton University,ecoop,1.0,0.25,2022
Yu Hua 0001,HUST,socc,1.0,0.2,2017
Yu-Ping Wang 0001,Tsinghua University,cgo,1.0,0.33333,2018
Yuan Tang,Fudan University,ppopp,1.0,0.16667,2015
Yuan Tang,Fudan University,ppopp,1.0,0.125,2016
Yuan Xie 0001,Univ. of California - Santa Barbara,ppopp,1.0,0.16667,2021
Yuanyuan Zhou 0001,Univ. of California - San Diego,ppopp,1.0,0.125,1997
Yubin Xia,Shanghai Jiao Tong University,socc,1.0,0.14286,2016
Yubin Xia,Shanghai Jiao Tong University,socc,1.0,0.11111,2020
Yubin Xia,Shanghai Jiao Tong University,socc,1.0,0.33333,2021
Yuchong Hu,HUST,socc,1.0,0.33333,2019
Yue Li 0006,Nanjing University,cgo,1.0,0.33333,2013
Yue Li 0006,Nanjing University,ecoop,1.0,0.25,2014
Yue Li 0006,Nanjing University,ecoop,1.0,0.25,2016
Yufei Ding,Univ. of California - Santa Barbara,cgo,1.0,0.25,2013
Yufei Ding,Univ. of California - Santa Barbara,ppopp,1.0,0.16667,2021
Yufei Ding,Univ. of California - Santa Barbara,ppopp,1.0,0.33333,2022
Yuhao Zhu 0001,University of Rochester,ppopp,1.0,1.0,2022
Yulei Sui,University of Technology Sydney,cgo,1.0,0.33333,2013
Yulei Sui,University of Technology Sydney,cgo,1.0,0.33333,2016
Yulei Sui,University of Technology Sydney,cgo,1.0,0.33333,2021
Yulei Sui,University of Technology Sydney,ecoop,1.0,0.25,2014
Yulei Sui,University of Technology Sydney,ecoop,1.0,0.33333,2020
Yun Liang 0001,Peking University,cgo,1.0,0.14286,2015
Yun Liang 0001,Peking University,ppopp,1.0,0.2,2019
Yungang Bao,Chinese Academy of Sciences,socc,1.0,0.125,2017
Yuting Chen,Shanghai Jiao Tong University,ecoop,1.0,0.2,2011
Yves Le Traon,University of Luxembourg,ecoop,1.0,0.25,2001
Yves Robert,Ecole Normale Superieure de Lyon,ppopp,1.0,0.25,2008
Yvonne Coady,University of Victoria,ecoop,1.0,0.33333,2005
Yvonne Coady,University of Victoria,ecoop,1.0,0.16667,2006
Zachary Tatlock,University of Washington,ecoop,1.0,0.125,2022
Zenglin Xu,Harbin Institute of Technology,ppopp,1.0,0.125,2018
Zhen Xiao,Peking University,socc,1.0,0.2,2016
Zheng Wang 0001,University of Leeds,cgo,2.0,0.66667,2013
Zheng Wang 0001,University of Leeds,cgo,2.0,0.5,2017
Zheng Wang 0001,University of Leeds,cgo,1.0,0.2,2019
Zheng Wang 0001,University of Leeds,ppopp,1.0,0.5,2009
Zhengwei Qi,Shanghai Jiao Tong University,ppopp,1.0,0.25,2018
Zhenjiang Hu,Peking University,ecoop,1.0,0.14286,2016
Zhenlin Wang,Michigan Technological University,socc,1.0,0.25,2019
Zhenman Fang,Simon Fraser University,socc,1.0,0.14286,2016
Zhezhi He,Shanghai Jiao Tong University,socc,1.0,0.25,2020
Zhi Yang 0001,Peking University,socc,1.0,0.2,2018
Zhijia Zhao 0001,Univ. of California - Riverside,cgo,1.0,0.2,2019
Zhijia Zhao 0001,Univ. of California - Riverside,ppopp,1.0,0.2,2013
Zhijia Zhao 0001,Univ. of California - Riverside,ppopp,1.0,0.5,2017
Zhiqiang Lin,Ohio State University,cgo,1.0,0.25,2018
Zhiyuan Li 0001,Purdue University,cgo,1.0,0.5,2004
Zhiyuan Li 0001,Purdue University,cgo,1.0,0.16667,2013
Zhiyuan Li 0001,Purdue University,ppopp,1.0,0.33333,1997
Zhiyuan Li 0001,Purdue University,ppopp,1.0,0.5,2010
Zhiyun Qian,Univ. of California - Riverside,cgo,1.0,0.2,2018
Zhong Shao,Yale University,socc,1.0,0.14286,2019
Zhoujun Li 0001,Beihang University,cgo,1.0,0.2,2018
Zibin Zheng,Sun Yat-sen University,socc,1.0,0.16667,2022
Zizhong Chen,Univ. of California - Riverside,ppopp,1.0,0.14286,2005
Zizhong Chen,Univ. of California - Riverside,ppopp,1.0,1.0,2013
Zizhong Chen,Univ. of California - Riverside,ppopp,1.0,0.11111,2017
Zvonimir Rakamaric,University of Utah,ppopp,1.0,0.25,2014
